"REPORT_NUMBER"	"REPORT_RECEIVED_DATE"	"NAME"	"SIGNIFICANT"	"LOCATION_LATITUDE"	"LOCATION_LONGITUDE"	"NARRATIVE"
20100030	"4/8/2010"	"PLAINS PIPELINE, L.P."	"YES"	33.58266	-96.64881	"ON JANUARY 7, 2010 AT APPROXIMATELY 1300 HOURS, A THIRD PARTY CONTRACTOR USING A TRENCHER STRUCK THE PLAINS RED RIVER EAST PIPELINE NEAR MP 75. THE PIPELINE WAS IN A SCHEDULED SHUTDOWN CONDITION WHEN IT WAS STRUCK. THE CONTRACTOR IMMEDIATELY NOTIFIED  PLAINS AND TOOK  MITIGATION  MEASURES TO CONTAIN THE RELEASE. THE RELEASE WAS CONTAINED IN THE  EXCAVATED TRENCH. THE  RELEASE WAS BROUGHT UNDER CONTROL WHEN A VACUUM TRUCK ARRIVED. THE VOLUME RELEASED PRIOR TO THE RELEASE BEING CONTROLED WAS CALCULATED AT APPROXIMATELY 160 BBLS. AN ADDITIONAL 540 BBLS. OF CONTROLLED DRAIN UP FROM THE PIPELINE WAS NECESSARY TO PERFORM THE REPAIR OF THE PIPELINE. A ONE CALL NOTIFICATION FOR THIS EXCAVATION ACTIVITY WAS RECIEVED BY PLAINS ON DECEMBER 15, 2009.  THE EXCAVATION FOR THIS ONE CALL WAS TO BE A TRENCH LOCATED PARALLEL TO THE PLAINS PIPELINE. THE PLAINS OPERATOR VISITED THE EXCAVATION SITE  AND  CLEARED AND RELEASED THE ONE TICKET ON DECEMBER 17, 2009. THE TICKET WAS CLEARED BASED ON THE OPERATOR OBSERVING THAT THE EXCAVATION MARKINGS SHOWED THAT THE TRENCH WOULD BE EXCAVATED PARALLEL TO THE PLAINS PIPELINE. THE OPERATOR CONDUCTING THE LOCATE ASSUMED THAT THE PIPELINE ALIGNMENT WAS IN A STRAIGHT LINE BETWEEN THE PIPELINE MARKERS THAT EXISTED ON EACH END OF THE EXCAVATION ALIGNMENT. THE TRENCHING WAS THROUGH A HAY MEADOW AND THE PIPELINE MARKERS WERE LOCATED AT EACH END OF THE MEADOW. BETWEEN THE MARKERS AT EACH END OF THE MEADOW, THE PIPELINE HAS A BEND AND IS NOT LOCATED IN A STRAIGHT LINE  BETWEEN THE MARKERS. THE CONTRACTOR STRUCK THE PIPELINE AT THE BEND. THE OPERATOR'S INAPPROPRIATE AND INCORRECT ASSUMPTION THAT THE  PLPELINE  DID NOT DEVIATE  FROM  A STRAIGHT LINE ALIGNMENT, AND HIS FAILURE TO LOCATE AND PROPERLY MARK THE LINE RESULTED IN THIS ACCIDENT. THE OPERATOR DID NOT REVIEW ANY PIPLINE ALIGNMENT DRAWINGS PRIOR TO PROCESSING THE ONE CALL TICKET. THE PIPELINE OPERATOR WAS IMMEDIATELY REMOVED FROM PERFORMING "0Q" COVERED TASKS INVOLVING ONE CALL LINE  LOCATING.  HE WILL BE RETRAINED AND REQUALIFIED FOR LINE  LOCATING TASKS PRIOR TO PERFORMING LINE LOCATING DUTIES ."
20100031	"4/8/2010"	"MAGELLAN PIPELINE COMPANY, LP"	"NO"	39.0081	-104.01317	"WHILE PERFORMING ROUTINE DAILY INSPECTIONS, A MAGELLAN EMPLOYEE DISCOVERED A PUMP SEAL FAILURE ON THE JET FUEL RECIRCULATION PUMP.  THIS IS A VERTICAL PUMP THAT PUMPS JET FUEL FROM TANKAGE, THROUGH FILTER BANKS AND BACK INTO TANKAGE.  THE PUMP WAS NOT RUNNING DURING THE TIME OF THE RELEASE.  THE SEAL IS RATED FOR 1100 PSIG AND ALSO FOR JET FUEL SERVICE.  THE AGE OF THE FAILED SEAL IS NOT KNOWN.  UPON DISCOVERY, THE MAGELLAN EMPLOYEE MADE NOTIFICATIONS TO OTHER EMPLOYEES AT THE FACILITY AND A RESPONSE TEAM WAS INITIATED.  MAGELLAN'S OSRO WAS CALLED OUT AND STARTED THE CLEANUP PROCESS.  SINCE THERE WERE NO CURRENT OPERATIONS GOING ON AT THE TIME OF THE RELEASE, NO SHUTDOWN WAS INITIATED.  THERE WAS NO DAMAGE TO ANY PIPING AROUND THE RELEASE AREA.  THE DOWNSTREAM CHECK VALVE WAS INSPECTED TO SEE IF PRESSURE COULD HAVE BEEN BACKFEEDING INTO THE DISCHARGE SIDE OF THIS PUMP VIA THE TRUCK RACK PUMP, BUT THE CHECK VALVE WAS IN GOOD CONDITION.  THE PUMP HAS BEEN ISOLATED AND DRAINED DOWN, AND THE DEFECTIVE SEAL WAS LEFT IN PLACE UNTIL A NEW SEAL CAN BE INSTALLED.  WE BELIEVE AGE OF THE SEAL IS THE CONTRIBUTING FACTOR IN THIS RELEASE."
20100032	"4/8/2010"	"MAGELLAN PIPELINE COMPANY, LP"	"NO"	37.80218	-96.90935	"WHILE PERFORMING A FACILITY INSPECTION THE STATION OPERATOR DISCOVERED A LEAKING FITTING.  THIS IS A 3/8 inch TO 1/4 inch SWEDGE FITTING CONNECTING THE PRESSURE REGULATOR TO THE RELIEF VALVE AT BOOSTER PUMP P1100 AT THE EL DORADO WEST STATION.  HE ESTIMATED 3 BBLS OF GASOLINE HAD BEEN RELEASED TO THE GROUND UNDER THE FITTING.  HE FOUND THAT THE FITTING HAD CRACKED."
20100034	"4/9/2010"	"ENBRIDGE ENERGY, LIMITED PARTNERSHIP"	"NO"	46.68889	-92.05972	"ON MARCH 11, 2010 AT APPROXIMATELY 10 AM LOCAL TIME, A CONTRACT INSPECTOR COMPLETING VALVE INSPECTIONS AT THE SUPERIOR TERMINAL NOTICED COAGULATED OIL NEAR TANK 15.  ENBRIDGE OPERATIONS WAS IMMEDIATELY NOTIFIED AND ARRIVED ON SITE TO INVESTIGATE.  THE CONTROL CENTER WAS NOTIFIED, THE VALVE WAS CLOSED AND THE LINE TO TANK 15 WAS TEMPORARILY BYPASSED.  DUE TO COLD TEMPERATURES, THE GROUND WAS THAWED TO ALLOW FOR EXCAVATING THE AREA IN QUESTION.  UPON INVESTIGATION, IT WAS FOUND THAT THAT THE RELEASE WAS DUE TO CRACKS IN THE AUXILIARY PIPING ASSOCIATED WITH TANK VALVE SV-15.  THE CRACKS IN THE AUXILIARY PIPING WERE CAUSED BY STRESSES DUE TO GROUND MOVEMENT FROM FROST HEAVE.  THE AUXILIARY PIPING WAS REPLACED AND THE LINE TO TANK 15 AND SV-15 WERE RETURNED TO SERVICE ON MARCH 17, 2010."
20100035	"4/9/2010"	"MAGELLAN PIPELINE COMPANY, LP"	"YES"	43.29183	-95.15157	"A NIPPLE THAT LED TO A PRESSURE GAUGE UPSTREAM OF THE MAIN LINE BLOCK VALVE ON THE INCOMING MAINLINE CRACKED AT ITS THREADS, CAUSING THE RELEASE.  THE RELEASE WAS DISCOVERED BY MAGELLAN﾿S MILFORD TERMINAL OPERATOR AND A DEPUTY FROM THE DICKINSON COUNTY SHERIFF﾿S OFFICE AFTER BOTH RECEIVED CALLS ABOUT AN ODOR IN THE VICINITY OF THE TERMINAL FROM THE PUBLIC.  THE INCOMING MAINLINE WAS SHUT DOWN AS A PRECAUTION WHILE THE MAGELLAN OPERATOR AND DEPUTY INSPECTED THE TERMINAL.  NOT FINDING ANYTHING ON THE FIRST PASS, THE LINE WAS STARTED AND RAN FOR APPROXIMATELY FOUR MINUTES BEFORE BEING SHUT DOWN AGAIN, WHEN THE DEPUTY AND MAGELLAN OPERATOR DISCOVERED PRODUCT IN AN UNNAMED CREEK DOWNSTREAM OF THE STATION.   (SCADA INFORMATION REVEALED THAT THE LINE RAN FROM 22:00 THROUGH 22:04.. THE EXACT LOCATION OF THE RELEASE WAS DISCOVERED AT APPROXIMATELY 22:15 HOURS.  THE NIPPLE WHERE THE RELEASE OCCURRED WAS BURIED UNDER 3 FEET TO 3.5 FEET OF ACCUMULATED WINTER SNOW COVER AND THE RELEASED PRODUCT HAD DISSOLVED A SMALL HOLE IN THE TOP OF THE SNOW MASS THROUGH WHICH  DIESEL FUEL MIST WAS SPRAYING.   THE OPERATOR CLOSED THE NEEDLE VALVE BELOW THE LEAKING FITTING AND SHUT OFF THE RELEASE AT APPROXIMATELY 23:00 HOURS.   MAGELLAN﾿S OSRO CONTRACTOR WAS CALLED AND CONTAINMENT BOOMS WERE PROMPTLY INSTALLED IN SEVERAL LOCATIONS ACROSS THE UNNAMED CREEK AND A DRAINAGE DITCH ADJACENT TO THE MILFORD TERMINAL.  THE NIPPLE WAS REPLACED AND THE SNOW-PRODUCT MIX IN THE TERMINAL WAS PLACED IN STEEL TANKS FROM WHICH THE PRODUCT WAS RECOVERED.   ADDITIONAL PRODUCT WAS RECOVERED FROM THE CREEK AND DITCH IN ACCORD WITH GUIDELINES AND INSTRUCTIONS FROM THE IOWA DEPARTMENT OF NATURAL RESOURCES."
20100036	"4/9/2010"	"MAGELLAN PIPELINE COMPANY, LP"	"NO"	39.13776	-94.5968	"TANK PUMP SEAL FAILED WHILE IN STATIC STATE (PUMP WAS NOT RUNNING) RELEASING APPROXIMATELY 5 GALLONS OF PRODUCT TO THE SOIL/GRAVEL AROUND THE PUMP.  THE PRODUCT WAS RECOVERED AND THE IMPACTED SOIL AND GRAVEL WERE REMEDIATED PER COMPANY AND STATE ENVIRONMENTAL STANDARDS."
20100037	"4/12/2010"	"MAGELLAN AMMONIA PIPELINE, L.P."	"YES"	36.39836	-96.74622	"A REPORT OF AMMONIA SMELL WAS PHONED INTO THE CITY OF PAWNEE POLICE DEPARTMENT.  MAGELLAN OPERATIONS CONTROL CENTER WAS NOTIFIED BY THE CITY OF PAWNEE POLICE DEPARTMENT AT 6:22 PM TUESDAY, JANUARY 12, 2010.  THE SKEDEE FIRE DEPARTMENT AND MAGELLAN EMPLOYEES RESPONDED.  EVACUATIONS INCLUDED 6 FAMILIES.  THE RELEASE WAS LOCATED NEAR/AT MILE POST 58.  THE RELEASE WAS ON THE BURIED PIPE.  THE SECTION OF THE PIPE WHERE THE RELEASE OCCURRED WAS REMOVED AND REPAIRED AND THE SECTION WAS SENT IN FOR METALLURGICAL ANALYSIS. DUE TO RESTRICTIONS OF THE ONLINE FORM, QUESTION 14 " SHUTDOWN TIME" WAS OMITTED, BUT LATER ADDED.  THE LINE WAS SHUT DOWN AT 18:25 UPON NOTIFICATION FOR INVESTIGATION. RELEASE WAS VERIFIED AT 19:08. THIS REPORT WAS MAILED 2/12/10 AS THE ONLINE REPORTING WAS NOT ACTIVE."
20100038	"4/12/2010"	"PETROLOGISTICS OLEFINS, LLC"	"NO"	30.1824	-93.3524	"ON TUESDAY JANUARY 5 2010 AT 10:30 AM WHILE FLOWING ETHANE FROM THE SULPHER STORAGE FACILITY TO WESTLAKE PETROCHEM MARTY MILNER WITH WESTLAKE NOTIFIED THE PETROLOGISTICS DEPROPANIZER BOARD OPERATOR OF AN ETHANE LEAK AT THE WESTLAKE C2 METER SKID. THE FLOW WAS IMMEDIATELY SHUTDOWN. AT 10:45 AM THE LEAK WAS SUCCESSFULLY ISOLATED AND DEPRESSURED. OUR TECHNICAN FOUND THAT THE LEAK WAS CAUSED BY AN INCORRECTLY INSTALLED TUBING FITTING. APPROXIMATELY 2 BARRELS OF ETHANE WERE RELEASED INTO THE ATMOSPHERE.  NOTIFICATIONS THAT WERE MADE INCLUDE: LA STATE POLICE 888-225-5577 REPORT # 10-00052 DEPT OF ENVIRONMENTAL QUALITY 225-342-1234"
20100039	"4/12/2010"	"SUNOCO PIPELINE L.P."	"NO"	32.52582	-94.86381	"THE SPILL WAS A RESULT OF A CRACK IN THE FLANGE OF AN EXISTING CAST IRON VALVE.  THE CAST IRON VALVE WAS BOLTED TO A CAST STEEL FLANGE.  THE OLD CAST IRON VALVE WAS REPLACED WITH A CAST STEEL VALVE."
20100040	"4/13/2010"	"PLANTATION PIPE LINE CO"	"NO"	30.54741	-90.16677	"THERE WAS A LEAK FROM AREA B VERTICLE PUMP SEAL."
20100041	"4/13/2010"	"ENBRIDGE PIPELINES (OZARK) L.L.C."	"NO"	35.95885	-96.75655	"ON MARCH 18, 2010, AT APPROXIMATELY 3:30 PM, A COMPANY INSPECTOR DISCOVERED CRUDE OIL ON THE GROUND AT THE CUSHING TERMINAL (NORTH).  OPERATIONS WERE IMMEDIATELY NOTIFIED, AND UPON ARRIVAL, FOUND 7 BARRELS OF OIL HAD RELEASED FROM THE 12 INCH E LINE FACILITY PIPING.  THE E LINE WAS SHUT DOWN, ISOLATED, AND BYPASSED, AND THE CRUDE OIL RELEASE CONTAINED AND CLEANED UP.   THE AFFECTED PIECE OF PIPE HAS BEEN CUT OUT AND SENT TO DET NORSKE VRITAS (DNV), A THIRD PARTY INCIDENT INVESTIGATION COMPANY FOR EXAMINATION/FAILURE ANALYSIS.   ENBRIDGE IS CURRENTLY WAITING FOR THE RESULTS OF THE DNV INSPECTION TO FINALIZE THE CAUSE OF THE FAILURE.  THE E LINE HAS BEEN REPAIRED, AND WILL BE RETURNED TO SERVICE WHEN ENBRIDGE IS SATISFIED WITH THE CAUSAL ANALYSIS. THE FAILED SEGMENT OF PIPE (ALSO REFERRED TO AS THE SILVER GRILL LINE)  WAS SENT TO DET NORSKE VERITAS (DNV) FOR EXAMINATION AND FAILURE ANALYSIS.  THE FAILURE ANALYSIS INDICATES THE FAILURE OCCURRED AS A RESULT OF EXTERNAL CORROSION AT A LAP WELD THAT CONTAINED INCLUSIONS AT THE LAP LINE.  IT WAS LIKELY THE SYNERGISTIC EFFECT OF THE REDUCED WALL THICKNESS AT THE LAP WELD AND A LOW BOND STRENGTH THAT RESULTED IN THE FAILURE.  THE FINDINGS ALSO INDICATED THE MATERIAL MET THE DESIGN SPECIFICATION AT THE TIME OF MANUFACTURE, THE PRESENCE OF BACTERIA, CO2 AND H2S WERE AT MINIMUM LEVELS AND DID NOT CONTRIBUTE SIGNIFICANTLY TO THE FAILURE. ENBRIDGE WILL PERFORM AN INLINE TOOL INSPECTION AND CORRECT ANOMALIES EXCEEDING THE LIMITS OF SAFE OPERATION AND THEN HYDRO TEST THE REMAINING AFFECTED PIPING PRIOR TO RETURNING THE LINE TO SERVICE. UPDATE FOR FINAL REPORT MAY 2011  THE SILVERGRILL DISCHARGE LINE WILL NOT BE RETURNED TO SERVICE FOLLOWING THE INCIDENT ON MARCH 18, 2010.  BECAUSE THERE WAS AN ALTERNATIVE FLOWPATH FOR OPERATIONS TO UTILIZE, ENBRIDGE REMOVED APPROXIMATELY 4250 FEET OF THE LINE THAT LEAKED AS PART OF THE DEADLEG PIPING REMOVAL (OPERATIONS) AND STATION PIPING PROJECTS (FACILITIES INTEGRITY)."
20100042	"4/14/2010"	"SFPP, LP"	"YES"	38.5997	-121.4483	"ON 3/16/2010 AT 1110, WHILE REPAIRING AN ACCESS HATCH TO A CHECKVALVE BYPASS VALVE, A KINDER MORGAN MAINTENANCE EMPLOYEE DISCOVERED WET SOIL AND DIESEL FUEL. THE PIPELINE WAS PROMPTLY SHUTDOWN AND AGENCY NOTIFICATIONS WERE MADE. THE OSRO WAS PUT ON STANDBY DURING THE INVESTIGATION. LATER THAT AFTERNOON, THE RELEASE WAS CONFIRMED AND EXCAVATION CONTINUED TO PINPOINT THE SOURCE. KM WAS ORIGINALLY UNABLE TO DEFINITIVELY PINPOINT THE SOURCE AND REMOVED APPROXIMATELY 40 FEET OF PIPE ALONG WITH THE CHECKVALVE AND BYPASS VALVE AND REPLACED WITH PRE-TESTED PIPE. THE EXACT SOURCE OF THE RELEASE HAS BEEN IDENTIFIED VIA TESTING AS THE BODY BLEED VENTING PORT FITTING. THE APPARENT CAUSE OF THE LEAK HAS BEEN DETERMINED TO BE DUE TO GALVANIC CORROSION IN THE BODY BLEED FITTING ASSEMBLY OF THE 4-INCH AUXILIARY (CHECK VALVE BYPASS) VALVE POSSIBLY CAUSED BY RESIDUAL WATER TRAPPED IN THE FITTING ASSEMBLY. THE SOURCE OF THE WATER IS UNDETERMINABLE. NOTE: PART A,  **8 ﾿ MIXTURE OF GASOLINE AND DIESE. **9  A SOIL AND GROUNDWATER INVESTIGATION TO DETERMINE THE LATERAL AND VERTICAL EXTENT WAS CONDUCTED AND THE AMOUNT RELEASED HAS BEEN FINALIZED. **11 ANY ADDITIONAL AMOUNT TO BE RECOVERED WILL BE DONE THROUGH LONG-TERM REMEDIATION EFFORTS, IF ANY. NOTE: PART D,  **4.A & 5 MINOR AMOUNT REACHED GROUNDWATER; MONITORING IS BEING CONDUCTED UNDER THE AUSPICES OF THE CALIFORNIA REGIONAL WATER QUALITY CONTROL BOARD. WE ARE FINALIZING THIS REPORT BECAUSE THE RELEASE RESPONSE CONSISTS ONLY OF LONG-TERM REMEDIATION AND MONITORING CONDUCTED UNDER THE AUSPICES OF AN AUTHORIZED GOVERNMENTAL AGENCY, THE ESTIMATED FINAL COSTS AND VOLUME RECOVERED HAVE BEEN PREDICTED WITH A REASONABLE DEGREE OF CERTAINTY, THE VOLUME OF PRODUCT RECOVERED OVER TIME WILL CONSISTENTLY DECREASE TO THE POINT WHERE AN ESTIMATED TOTAL VOLUME RECOVERED CAN BE PREDICTED WITH A REASONABLE DEGREE OF ACCURACY, AND WE CAN JUSTIFY THAT CONTINUATION OF SUPPLEMENTAL REPORT FILINGS IN THE FUTURE WILL NOT PROVIDE ESSENTIAL INFORMATION WHICH WILL BE CRITICALLY DIFFERENT THAN THAT CONTAINED IN THE FINAL REPORT. IF ANY SIGNIFICANT CHANGES ARE MADE, WE WILL SUPPLEMENT THIS REPORT. NOTE: PART E,  **5.A  TYPE OF UPSTREAM VALVE USED TO INITIALLY ISOLATE RELEASE SOURCE. AN MOV WAS INITIALLY REMOTELY CLOSED UPSTREAM OF THE RELEASE SITE @ MP 70.12 @ 1118, THEN AN UPSTREAM MANUAL VALVE WAS CLOSED @ MP 75.32 @ 1206, THEN A DOWNSTREAM MANUAL VALVE WAS CLOSED @ MP 76.75 (APPROXIMATELY 6 FEET DOWNSTREAM OF THE RELEASE SITE) @1208 ISOLATING THE RELEASE SITE. WE PROVIDED THE ISOLATION DISTANCE IN 5.C BETWEEN THE TWO MANUAL VALVES. 9. WE WERE LIMITED TO 500 CHARACTERS; OUR ENTIRE RESPONSE IS: THE PERFORMANCE OF AN INFORMAL INVESTIGATION INTO THE PRE-EXISTING CONDITION OF THE PIPELINE (I.E. PRESSURE, FLOW, LINE BALANCE, ETC.) WAS SHOWN TO PROVIDE NO EVIDENCE OF AN EXISTING PROBLEM THE CONTROLLER(S) SHOULD HAVE IDENTIFIED. FURTHERMORE, THE ACTIONS TAKEN BY THE CONTROLLER(S), UPON LEARNING OF THE POTENTIAL PROBLEM FROM FIELD PERSONNEL PHYSICALLY AT THE VALVE, WERE FOUND TO BE IN ALIGNMENT WITH THE OPERATORS WRITTEN POLICIES AND PROCEDURES AND THE TIMELINE OF EVENTS SHOW THAT ACTION WAS TAKEN PROMPTLY AND DECISIVELY THUS HELPING TO MITIGATE ANY FURTHER LOSS OR ENVIRONMENTAL HARM."
20100043	"4/15/2010"	"SUNOCO PIPELINE L.P."	"NO"	32.07267	-98.46948	"TANK 2017 FILL LINE WAS ISOLATED DUE TO TANK CLEANING OPERATIONS.  THERE WAS NO THERMAL/PRESSURE RELIEF SYSTEM ON THE FILL LINE SEGMENT WHICH RESULTED IN THE GASKET FAILURE DUE TO THERMAL STRESS.  A PRESSURE RELIEF SYSTEM WAS INSTALLED ON THE LINE SEGMENT AS A RESULT OF THIS INCIDENT. RE-SUBMITTED ON 3/28/2013 TO INCLUDE PART E5F PER PHMSA REQUEST."
20100044	"4/16/2010"	"BP PIPELINE (NORTH AMERICA) INC."	"YES"	41.5569	-87.8861	"MOKENA STATION WAS PUMPING CRUDE OIL TO LEMONT REFINERY VIA 12.3 MILES OF 16inch PIPELINE. THE MOKENA STATION PUMP 6 CYCLONE SEPERATOR 1/2 inch STAINLESS STEEL TUBING FITTING FAILED. IT IS ESTIMATED AT APPROXIMATELY 0100 HOURS SUNDAY MARCH 21,2010 THE 1/2 STAINLESS STEEL TUBING CONNECTING THE PUMP SUCTION TO THE CYCLONE SEPERATOR PARTED FROM THE STAINLESS FITTING ATTACHED TO THE CYCLONE SEPERATOR ALLOWING 10 - 15 PSI OF CRUDE OIL TO FLOW FROM THE 1/2 SS TUBING. THE MOKENA STATION IS MANNED MONDAY THROUGH FRIDAY 7-5 AND DURING PIPELINE START UP & SHUT DOWN. MOKENA STATION PIPELINE OPERATIONS ARE CONTINUOUSLY MONITORED 24/7 BY THE BP CONTROL CENTER. A BP TECHNICIAN ARRIVED AT MOKENA STATION AT APPROXIMATELY 0835 HOURS SUNDAY 3/21/10. WHILE TENDING TO STATION CHECKS A BP TECHNICIAN NOTED THE RELEASE AT 0845 AM. HE IMMEDIATELY CALLED THE BP CONTROL CENTER AND THE CONTROLLER SHUT DOWN PUMP 6 AND THE PIPELINE. BP PERSONNEL NOTIFIED NRC AT 10:15 AM. IEMA AT 11:35 AM AND OUR OSRO CONTRACTOR HERITAGE ENVIORMENTAL AT 0900 AM. THE RELEASE VOLUME WAS INITIALLY ESTIMATED TO BE 100 BARRELS. CLEAN UP EFFORTS RECOVERED 78 BARRELS OF CRUDE OIL AND ADDITIONAL STAINED SOUL AND GRAVEL. WE RECORDED THE RELEASE AS 90 BARRELS IN TOTAL. A PRELIMINARY REVIEW OF THE RELEASE INDICATED THAT IT WAS DUE TO TUBING WEAR."
20100045	"4/18/2010"	"WHITECAP PIPE LINE COMPANY, L.L.C."	"YES"	28.68555	-91.04555	"THE PIPELINE FAILURE OCCURRED AT THE POINT WHERE A 36-INCH DIAMETER FOREIGN PIPELINE CROSSES OVER THE SUBJECT FAILED WPL 18-INCH PIPELINE.  IT IS SPECULATED THAT DURING A PRECEDING HURRICANE, THE 36-INCH PIPELINE WAS LIFTED VERTICALLY DUE TO ON-BOTTOM CURRENTS; ONCE LIFTED, GRAVITY CAUSED THE 36-INCH PIPELINE TO FALL ON THE 18-INCH PIPELINE WITH ENOUGH FORCE TO CAUSE THE SPECIFIC DAMAGE OBSERVED.  THE EXTERNAL IMPACT LOADING FROM THE 36-INCH PIPELINE WAS THE PRIMARY CAUSE OF THE FAILURE AS IT GENERATED A SEVERE DENT, CAUSING ELEVATED STRESSES. THESE STRESSES, IN CONJUNCTION WITH THE CYCLIC INTERNAL OPERATING PRESSURE CONDITIONS OF THE 18-INCH PIPELINE, GENERATED CRACKS THAT RESULTED IN THE THRU-WALL LEAK."
20100046	"4/19/2010"	"COLONIAL PIPELINE CO"	"NO"	30.71121	-91.28349	"THE RELEASE WAS DISCOVERED AT APPROXIMATELY 14:00 HRS BY AN OPERATOR WALKING THROUGH THE STATION YARD BEHIND TRANSMIX TANKS 5030 AND 5031.  AN EVACUATION PUMP WAS BEING USED BY STATION PERSONNEL FOR OPERATIONS AND PRESSURED A 3-INCH DRAIN LINE THAT WAS DETERMINED TO BE THE SOURCE OF THE LEAK.  A CONTRACT CREW ON SITE EXCAVATED THE AREA AND LOCATED THE SOURCE OF THE LEAK, A PINHOLE AT A 90 DEGREEE BEND ON THE 3-INCH DRAINLINE THAT WAS THE RESULT OF INTERNAL CORROSION. A VACUUM TRUCK WAS USED TO RECOVER PRODUCT FROM THE LEAK SITE.  CONTAMINATED SOIL WAS ALSO REMOVED FROM THE SITE AND DISPOSED OF ACCORDING TO LOCAL REGULATIONS."
20100048	"4/20/2010"	"PACIFIC PIPELINE SYSTEM LLC"	"YES"	35.01937	-119.06305	"IN STATION LEAK AS A RESULT OF INTERNAL CORROSION FROM A SECTION OF UNDERGROUND DEAD-LEG PIPE.  THE DEAD LEG PIPING WAS A BRANCH LINE ON A PUMP DISCHARGE HEADER.  THIS SECTION OF DEAD-LEG PIPE WAS REMOVED. APPROXIMATELY 48 CUBIC FEET OF IMPACTED SOILS WERE REMOVED AND STOCKPILED, PENDING LABORATORY RESULTS.  ONCE LABORATORY RESULTS ARE RECIEVED AND REVIEWED, A DETERMINATION WILL BE MADE AS TO THE PROPER MANNER OF DISPOSAL FOR THE SOILS."
20100049	"4/20/2010"	"ENBRIDGE PIPELINES (OZARK) L.L.C."	"NO"	35.93985	-96.75629	"ON MARCH 24, 2010 AT 0800 HRS LOCAL TIME, A MAINTENANCE TECHNICIAN NOTICED A SMALL AMOUNT OF CRUDE OIL NEAR THE CUSHING TERMINAL SOUTH MANIFOLD 222 AREA. OPERATIONS WAS IMMEDIATELY NOTIFIED AND ARRIVED ON SITE MINUTES LATER.  THE RELEASED VOLUME OF OIL, 12 GALLONS, WAS CONTAINED AND RECOVERED.  THE INVESTIGATION OF THE LEAK REVEALED A LEAKING GASKET ON THE HEADER SIDE OF VALVE M29.  THE DEFECTIVE CORRUGATED GASKET WAS REMOVED AND REPLACED WITH A NEW FLEXITALLIC GASKET. THE SOUTH MANIFOLD 222 WAS NOT BEING USED AT THE TIME OF THE RELEASE."
20100050	"4/20/2010"	"CONOCOPHILLIPS"	"NO"	30.241	-93.27546	"MAINTENANCE PIGGING WAS PERFORMED ON THE MORNING OF 3/23/2010. THE PIG WAS RECEIVED AT APPROX. 10:30 INTO THE REFINERY RECEIVER. THE PIG WAS RETREIVED AND THE LINE WAS RETURNED TO NORMAL OPERTIONS. THE OPERATOR MONITORED THE LINE PERIODICALLY WHILE CARRYING OUT OTHER DUTIES AT THE STATION FOR ABOUT 1 HR. AT 6:30 PM THE OPERATOR RECEIVED A CALL FROM THE REFINERY REPORTING A RELEASE ON THE SCRAPER RECEIVER. THE OPERATOR RESPONDED TO THE LEAK AND FURTHER INVESTIGATION REVEALED THAT APPROX. 10 GAL. OF CRUDE HAD BEEN RELEASED. THE PIPELINER FOUND THAT THE RECEIVER ENCLOSURE O'RING FAILED CAUSING THE RELEASE.  UPDATED PER BLAINE KEENER E-MAIL DUE TO CHANGES IN PHMSA REPORTING FORM."
20100051	"4/21/2010"	"BP PIPELINE (NORTH AMERICA) INC."	"YES"	29.39972	-94.96417	"A SPRING BROKE INSIDE OF A GRAVITOMETER PUMP AND ALLOWED OIL BACK INTO THE MOTOR.  THE BROKEN SPRING ALLOWED THE SHAFT TO SPIN AND WEAR A HOLE IN THE WALL OF THE GRAVITOMETER PUMP.  THE HOLE ALLOWED OIL TO LEAK THROUGH THE MOTOR AND OUT ONTO THE GROUND. A FIELD TECHNICIAN WAS DRIVING BY THE 26﾿ EARLY WARNING AND NOTICED OIL ON THE GRASSY AREA AROUND THE DENSITOMETER PUMP AND DENSITY CELL.  HE DID NOT SEE WHERE THE LEAK WAS.  HE ISOLATED THE GRAVITOMETER PUMP AND DENSITOMETER CELL BY CLOSING THE INLET AND OUTLET VALVES.  AFTER ISOLATING THE DENSITY SYSTEM, HE WENT BACK TO THE BPPL TEXAS CITY OFFICE FOR ASSISTANCE.  THE VISIBLE OIL WAS INITIALLY DISCOVERED AT APPROXIMATELY 1300 HRS ON 3-22-10.  INITIAL ESTIMATES WERE APPROXIMATELY 2-4 GALLONS BASED ON VISUAL OBSERVATION.  ON THE AFTERNOON OF 3-23-10 IT WAS DETERMINED, AFTER EXCAVATION, THAT APPROXIMATELY 20 GALLONS OF CRUDE OIL HAD BEEN RELEASED FROM THE LEAKING GRAVIMETER.  THE RELEASE PRODUCT WAS ALL CONTAINED ON COMPANY PROPERTY."
